Lead_Id,Request_Hour,Request_Weekday,Request_MonthDay,Within24,Within48,Within72,WithinWeek,WithinWeeks,WithinMonth,ContactByEmail,ContactByTelephone,DistanceToDealer,Sale_or_NoSale,LeadProvider_Id,FirstNamePresent,LastNamePresent,AddressPresent,CityPresent,EmailPresent,TelephonePresent,PersonalInfo_Total,EmailUserNameLength,EmailUserNameBelievable,FIRST_NAME_LENGTH,FirstNameBelievable,LAST_NAME_LENGTH,LastNameBelievable,NameBelievable,NumberOfTelephones,Status,YearOfCarModel,Manufacturer,Model,ModelYearPresent,ManufacturerPresent,ModelPresent,TradeInModelYear,City,State
250,8,6,26,0,0,0,1,0,0,0,1,65.56,0,LP009,1,1,1,1,1,1,6,10,0,4,1,6,1,1,2,USED,2003,Toyota,Avalon,1,1,1,2000,Courtland,CA
506,19,1,29,0,0,0,0,0,0,0,1,30.57,0,LP006,1,1,1,1,1,1,6,9,0,7,1,6,1,1,1,NEW,2008,BMW,Z4,1,1,1,2001,San Francisco,CA
805,13,1,6,0,0,0,0,0,1,0,1,39.75,0,LP003,1,1,1,1,1,1,6,16,0,7,1,6,1,1,1,NEW,2008,Acura,RL,1,1,1,2003,Foley,AL
293,19,1,5,0,0,0,0,0,1,0,1,32.09,0,LP008,1,1,1,1,1,1,6,6,0,4,1,5,1,1,1,NEW,2009,Volvo,S60,1,1,1,2003,Albany,NY
857,19,1,5,0,0,0,0,0,1,0,1,29.31,0,LP006,1,1,1,1,1,1,6,6,0,4,1,5,1,1,1,NEW,2009,Acura,RL,1,1,1,1997,Payson,AZ
982,17,2,2,0,0,0,0,0,1,0,1,51.68,0,LP005,1,1,1,1,1,1,6,13,0,5,1,7,1,1,2,NEW,2008,Chevrolet,Silverado,1,1,1,2006,Las Vegas,NM
788,14,3,10,0,0,0,0,0,1,0,1,34.72,0,LP003,1,1,1,1,1,1,6,9,0,6,1,8,1,1,2,NEW,2008,Lexus,LS,1,1,1,2003,Foley,AL
524,15,4,11,0,0,0,0,0,1,0,1,30.69,0,LP001,1,1,1,1,1,1,6,11,0,8,1,6,1,1,2,NEW,2008,Audi,A3,1,1,1,1997,Elberta,AL
1210,21,5,29,0,0,0,0,0,1,0,1,30.82,0,LP002,1,1,1,1,1,1,6,15,0,7,1,10,1,1,2,NEW,2008,Toyota,Corolla,1,1,1,2005,Courtland,CA
963,16,5,29,0,0,0,0,0,1,0,1,44.62,0,LP006,1,1,1,1,1,1,6,7,0,7,1,9,1,1,2,NEW,2008,Chevrolet,Suburban,1,1,1,2005,Courtland,CA
1211,10,6,20,0,0,0,0,0,1,0,1,46.65,0,LP003,1,1,1,1,1,1,6,10,0,4,1,5,1,1,2,NEW,2008,Honda,Accord2,1,1,1,2006,Meas,AZ
1212,11,3,24,0,0,0,1,0,0,0,1,29.15,0,LP004,1,1,1,1,1,1,6,8,0,5,1,5,1,1,1,NEW,2008,Volvo,C30,1,1,1,1999,Farmington,NM
113,20,6,1,0,0,0,0,0,0,0,1,29.83,0,LP004,1,1,1,1,1,1,6,10,0,4,1,4,1,1,2,NEW,2008,Ferrari,F1,1,1,1,2003,Globe,AZ
983,18,4,3,0,0,0,0,0,0,0,1,41.84,0,LP006,1,1,1,1,1,1,6,14,0,2,1,7,1,1,1,NEW,2009,BMW,3 Series,1,1,1,1998,San Francisco,CA
864,12,5,18,0,0,0,0,0,1,0,1,33.6,0,LP003,1,1,1,1,1,1,6,11,0,9,1,10,1,1,2,USED,2007,Toyota,Corolla,1,1,1,2000,Courtland,CA
116,3,5,29,0,0,0,0,0,1,0,1,3.44,0,LP003,1,1,1,1,1,1,6,8,0,7,1,7,1,1,1,NEW,2008,Audi,A6,1,1,1,2008,Farmington,NM
594,15,1,5,0,0,0,0,0,1,0,1,40.01,0,LP007,1,1,1,1,1,1,6,13,0,5,1,8,1,1,1,NEW,2008,Lexus,ES,1,1,1,2000,New York,NY
997,18,7,27,0,0,0,0,0,1,0,1,54.45,0,LP006,1,1,1,1,1,1,6,9,0,4,1,6,1,1,1,NEW,2009,Lexus,LS,1,1,1,2008,Globe,AZ
678,21,5,9,0,0,0,0,0,1,0,1,44.69,0,LP005,1,1,1,1,1,1,6,7,0,5,1,4,1,1,1,NEW,2008,Audi,A3,1,1,1,2005,North Pole,AK
685,14,5,18,0,0,0,0,0,1,0,1,38.5,0,LP005,1,1,1,1,1,1,6,9,0,4,1,6,1,1,1,NEW,2008,Chevrolet,TrailBlazer,1,1,1,1996,Meas,AZ
406,9,7,31,0,0,0,0,0,1,0,1,27.27,0,LP009,1,1,1,1,1,1,6,15,0,5,1,9,1,1,1,NEW,2008,Ferrari,F1,1,1,1,2004,Meas,AZ
858,12,7,21,0,0,0,0,0,1,0,1,33.38,0,LP005,1,1,1,1,1,1,6,15,0,3,1,7,1,1,2,NEW,2008,Mercedes Benz,C Class,1,1,1,2003,Las Vegas,NM
806,6,2,6,0,0,0,0,0,1,0,1,38.89,0,LP010,1,1,1,1,1,1,6,17,0,5,1,8,1,1,1,NEW,2008,Toyota,Highlander,1,1,1,1996,Pell City,AL
954,10,4,8,0,0,0,0,1,0,0,1,38.23,0,LP009,1,1,1,1,1,1,6,10,0,5,1,5,1,1,1,NEW,2009,Toyota,Avalon,1,1,1,2004,Payson,AZ
895,14,3,23,0,0,0,0,1,0,0,1,36.63,0,LP010,1,1,1,1,1,1,6,14,0,6,1,7,1,1,1,NEW,2008,Audi,A3,1,1,1,1998,Courtland,CA
614,12,3,14,0,0,0,0,0,1,0,1,42.01,0,LP007,1,1,1,1,1,1,6,11,0,6,1,7,1,1,2,USED,2008,Hyundai,Sonata,1,1,1,2002,Pell City,AL
1043,0,6,30,0,0,0,0,0,1,0,1,20.06,0,LP010,1,1,1,1,1,1,6,9,0,7,1,10,1,1,1,NEW,2008,Ferrari,F2,1,1,1,2000,Valencia,CA
984,12,4,16,0,0,0,0,0,1,0,1,31.69,0,LP006,1,1,1,1,1,1,6,10,0,6,1,7,1,1,2,NEW,2008,Audi,A8,1,1,1,2005,San Francisco,CA
1208,15,4,2,0,0,0,0,0,1,0,1,43.08,0,LP003,1,1,1,1,1,1,6,8,0,7,1,6,1,1,2,NEW,2008,Honda,Accord1,1,1,1,2000,Elberta,AL
1209,11,1,25,0,0,0,0,0,1,0,1,39.76,0,LP006,1,1,1,1,1,1,6,11,0,4,1,7,1,1,2,NEW,2008,Jaguar,XF,1,1,1,2002,Los Angeles,CA
786,19,5,31,0,0,0,0,0,1,0,1,32.17,0,LP007,1,1,1,1,1,1,6,14,0,5,1,8,1,1,2,NEW,2008,Jaguar,XF,1,1,1,2002,Las Vegas,NM
294,17,3,17,0,0,0,0,0,1,0,1,16.47,0,LP006,1,1,1,1,1,1,6,23,0,8,1,7,1,1,2,NEW,2008,Acura,TL,1,1,1,2008,San Francisco,CA
1207,9,1,25,0,0,0,0,0,1,0,1,26.79,0,LP001,1,1,1,1,1,1,6,6,0,8,1,11,1,1,1,NEW,2008,Audi,A6,1,1,1,2002,Conway,AR
251,16,3,8,0,0,0,0,0,1,0,1,27.264,0,LP004,1,1,1,1,1,1,6,9,0,8,1,5,1,1,2,NEW,2008,Mercedes Benz,C Class,1,1,1,2008,Foley,AL
964,23,2,21,0,0,0,0,0,1,0,1,19.45,0,LP007,1,1,1,1,1,1,6,16,0,8,1,7,1,1,1,NEW,2008,Honda,Fit,1,1,1,2008,Payson,AZ
998,16,2,2,0,0,0,0,0,1,0,1,21.48,0,LP006,1,1,1,1,1,1,6,11,0,7,1,8,1,1,1,NEW,2008,Volvo,S60,1,1,1,2002,Payson,AZ
859,15,7,14,0,0,0,0,0,1,0,1,27.264,0,LP007,1,1,1,1,1,1,6,8,0,4,1,6,1,1,1,NEW,2008,Suzuki,XL7,1,1,1,2007,Lake City,AR
955,16,3,17,0,1,0,0,0,0,0,1,88.35,0,LP008,1,1,1,1,1,1,6,5,0,5,1,5,1,1,1,NEW,2008,Honda,Accord2,1,1,1,1997,San Francisco,CA
787,17,5,28,0,0,0,1,0,0,0,1,84.83,0,LP006,1,1,1,1,1,1,6,14,0,5,1,5,1,1,2,USED,2006,Audi,A6,1,1,1,2001,Farmington,NM
865,20,2,29,0,1,0,0,0,0,0,1,33.65,0,LP005,1,1,1,1,1,1,6,7,0,4,1,6,1,1,1,NEW,2008,Ferrari,F2,1,1,1,2001,Pell City,AL
562,23,3,15,0,0,0,0,0,1,0,1,3.55,0,LP007,1,1,1,1,1,1,6,10,0,6,1,6,1,1,1,NEW,2009,BMW,X6,1,1,1,2001,Payson,AZ
1205,17,4,16,0,0,0,0,0,1,0,1,4.96,0,LP005,1,1,1,1,1,1,6,9,0,7,1,7,1,1,2,NEW,2008,Hyundai,Sonata,1,1,1,2001,San Francisco,CA
985,19,2,11,0,0,0,0,0,1,0,1,5.97,0,LP008,1,1,1,1,1,1,6,13,0,5,1,7,1,1,2,NEW,2008,Ferrari,F1,1,1,1,2003,Albany,NY
505,18,2,16,0,0,0,0,0,1,0,1,7.49,0,LP005,1,1,1,1,1,1,6,9,0,8,1,7,1,1,2,NEW,2008,Suzuki,XL7,1,1,1,2007,Pell City,AL
595,9,2,21,0,0,0,0,0,1,0,1,5.2,0,LP003,1,1,1,1,1,1,6,11,0,5,1,4,1,1,1,NEW,2008,Audi,A8,1,1,1,2003,Albany,NY
117,18,6,14,0,0,0,0,0,1,0,1,31.98,1,LP001,1,1,1,1,1,1,6,8,0,11,1,8,1,1,1,NEW,2008,Lotus,L2,1,1,1,2006,Los Angeles,CA
514,15,2,30,0,0,0,0,0,1,0,1,27.85,0,LP001,1,1,1,1,1,1,6,12,0,6,1,5,1,1,1,NEW,2008,Audi,A6,1,1,1,2008,Las Vegas,NM
118,17,7,30,0,0,0,0,0,1,0,1,36.38,0,LP006,1,1,1,1,1,1,6,7,0,5,1,5,1,1,1,NEW,2008,Chevrolet,TrailBlazer,1,1,1,2007,Courtland,CA
157,22,7,4,0,0,0,0,0,1,0,1,42.06,0,LP002,1,1,1,1,1,1,6,7,0,7,1,4,1,1,1,NEW,2009,Toyota,Avalon,1,1,1,1996,Lake City,AR
430,20,2,13,0,0,0,0,0,1,0,1,41.48,0,LP003,1,1,1,1,1,1,6,10,0,5,1,9,1,1,1,NEW,2008,Jaguar,XF,1,1,1,1997,San Francisco,CA
999,19,5,20,0,0,0,0,0,1,0,1,27.31,0,LP001,1,1,1,1,1,1,6,12,0,6,1,9,1,1,1,NEW,2009,Lotus,L1,1,1,1,1996,New York,NY
807,9,2,30,0,0,0,0,0,1,0,1,29.2,0,LP005,1,1,1,1,1,1,6,6,0,7,1,10,1,1,2,NEW,2009,Volvo,C30,1,1,1,2008,Pell City,AL
986,23,2,10,0,0,0,0,0,1,0,1,31.43,0,LP003,1,1,1,1,1,1,6,6,0,5,1,6,1,1,1,NEW,2009,Honda,Fit,1,1,1,1997,New York,NY
677,1,2,29,0,0,0,0,0,1,0,1,29.18,0,LP007,1,1,1,1,1,1,6,16,0,6,1,8,1,1,1,NEW,2008,Lexus,ES,1,1,1,2007,Pell City,AL
228,14,2,23,0,0,0,0,0,1,0,1,47.05,0,LP009,1,1,1,1,1,1,6,11,0,7,1,4,1,1,1,NEW,2008,Jaguar,S-Type,1,1,1,2007,Wassila,AK
363,0,4,16,0,0,0,0,0,1,0,1,31.8,0,LP008,1,1,1,1,1,1,6,9,0,7,1,8,1,1,1,NEW,2008,Toyota,Highlander,1,1,1,2000,Las Vegas,NM
1206,18,2,29,0,0,0,0,0,1,0,1,39.49,0,LP007,1,1,1,1,1,1,6,12,0,4,1,7,1,1,1,NEW,2008,Acura,TSX,1,1,1,2008,Courtland,CA
896,7,6,4,0,0,0,0,0,0,0,1,1070.68,0,LP010,1,1,1,1,1,1,6,9,0,11,1,6,1,1,1,NEW,2008,Mercedes Benz,C Class,1,1,1,2001,Pell City,AL
1000,11,1,31,0,0,0,1,0,0,0,1,87.65,0,LP007,1,1,1,1,1,1,6,6,0,7,1,5,1,1,1,USED,2005,Infiniti,G37,1,1,1,2008,Pell City,AL
866,20,4,18,0,1,0,0,0,0,0,1,46.38,0,LP003,1,1,1,1,1,1,6,10,0,6,1,9,1,1,1,USED,2006,Lexus,LS,1,1,1,1998,Conway,AR
556,21,7,25,0,0,0,0,1,0,0,1,41.74,0,LP002,1,1,1,1,1,1,6,9,0,5,1,8,1,1,1,NEW,2008,Lexus,LS,1,1,1,1998,Payson,AZ
197,1,7,31,0,0,0,0,1,0,0,1,61.1,0,LP002,1,1,1,1,1,1,6,7,0,4,1,6,1,1,1,NEW,2008,Toyota,Highlander,1,1,1,2002,Albany,NY
169,13,6,5,0,0,0,0,0,1,0,1,4.15,0,LP003,1,1,1,1,1,1,6,9,0,5,1,6,1,1,1,NEW,2008,Volvo,C30,1,1,1,2006,North Pole,AK
860,19,5,18,0,0,0,0,1,0,0,1,30.24,0,LP010,1,1,1,1,1,1,6,8,0,5,1,6,1,1,1,USED,2007,Ferrari,F2,1,1,1,1997,Globe,AZ
615,12,4,24,0,0,0,0,1,0,0,1,32.99,0,LP010,1,1,1,1,1,1,6,9,0,6,1,6,1,1,1,NEW,2009,BMW,3 Series,1,1,1,1999,Payson,AZ
1001,15,3,23,0,0,0,0,1,0,0,1,33.06,0,LP002,1,1,1,1,1,1,6,11,0,6,1,4,1,1,1,USED,2003,Toyota,Avalon,1,1,1,1997,Hondo,NM
252,21,7,6,0,0,0,0,0,1,0,1,30.68,0,LP010,1,1,1,1,1,1,6,10,0,6,1,6,1,1,1,NEW,2008,Volvo,C30,1,1,1,2004,Payson,AZ
1002,1,1,27,0,0,0,0,0,1,0,1,43.05,0,LP007,1,1,1,1,1,1,6,8,0,5,1,8,1,1,1,NEW,2008,Hyundai,Accent,1,1,1,2007,Farmington,NM
453,10,1,5,0,0,0,0,0,1,0,1,28.56,0,LP009,1,1,1,1,1,1,6,8,0,4,1,5,1,1,1,NEW,2008,Toyota,Highlander,1,1,1,2006,Globe,AZ
686,4,5,3,0,0,0,0,0,1,0,1,28.29,0,LP007,1,1,1,1,1,1,6,10,0,5,1,7,1,1,1,NEW,2009,Volvo,S60,1,1,1,2003,Farmington,NM
956,20,4,29,0,0,0,0,1,0,0,1,34.14,0,LP003,1,1,1,1,1,1,6,7,0,5,1,3,1,1,1,NEW,2008,Honda,Accord1,1,1,1,2004,Globe,AZ
782,14,5,12,0,0,0,0,0,1,0,1,27.264,0,LP010,1,1,1,1,1,1,6,9,0,5,1,7,1,1,1,NEW,2008,BMW,Z4,1,1,1,2004,Meas,AZ
808,14,4,11,0,0,0,0,0,1,0,1,36.07,0,LP002,1,1,1,1,1,1,6,8,0,7,1,5,1,1,1,NEW,2008,Chevrolet,Suburban,1,1,1,2000,Valencia,CA
987,14,4,6,0,0,0,0,0,1,0,1,183.57,1,LP005,1,1,1,1,1,1,6,8,0,4,1,9,1,1,1,NEW,2008,BMW,X6,1,1,1,2004,Elberta,AL
785,11,7,9,0,0,0,1,0,0,0,1,1025.6,0,LP007,1,1,1,1,1,1,6,8,0,7,1,7,1,1,1,NEW,2008,Lexus,LS,1,1,1,1998,Farmington,NM
1003,22,7,6,0,0,0,1,0,0,0,1,86.43,0,LP006,1,1,1,1,1,1,6,7,0,5,1,8,1,1,1,USED,2008,Mercedes Benz,E Class,1,1,1,2004,Albany,NY
1202,14,2,15,0,0,0,0,0,1,0,1,27.264,0,LP004,1,1,1,1,1,1,6,11,0,6,1,5,1,1,1,NEW,2008,Infiniti,QX4,1,1,1,1996,North Pole,AK
563,18,2,11,0,0,0,1,0,0,0,1,114.69,0,LP010,1,1,1,1,1,1,6,10,0,5,1,8,1,1,1,USED,1998,Audi,A6,1,1,1,1998,Marion,AR
1004,13,4,18,0,0,0,0,0,1,0,1,31.41,0,LP005,1,1,1,1,1,1,6,9,0,7,1,5,1,1,1,NEW,2008,Acura,TL,1,1,1,2005,Wassila,AK
158,16,4,19,0,0,0,0,0,1,0,1,29.28,0,LP010,1,1,1,1,1,1,6,10,0,4,1,6,1,1,1,NEW,2009,Honda,Accord2,1,1,1,2007,Meas,AZ
1005,0,6,8,0,0,0,0,0,1,0,1,28.45,0,LP010,1,1,1,1,1,1,6,11,0,7,1,6,1,1,1,NEW,2009,Infiniti,G37,1,1,1,2000,Pell City,AL
783,21,4,12,0,0,0,0,0,1,0,1,33.16,0,LP003,1,1,1,1,1,1,6,8,0,4,1,7,1,1,1,NEW,2008,Ferrari,F2,1,1,1,2001,Conway,AR
1006,16,2,23,0,0,0,0,0,1,0,1,28.75,0,LP010,1,1,1,1,1,1,6,13,0,5,1,9,1,1,1,NEW,2008,BMW,3 Series,1,1,1,2007,Payson,AZ
1203,23,4,18,0,0,0,0,0,1,0,1,30.39,0,LP007,1,1,1,1,1,1,6,13,0,4,1,6,1,1,1,NEW,2008,BMW,X6,1,1,1,2001,Los Angeles,CA
1204,18,5,19,0,0,0,0,0,1,0,1,27.264,0,LP001,1,1,1,1,1,1,6,8,0,4,1,4,1,1,1,NEW,2008,Toyota,Corolla,1,1,1,2001,Conway,AR
897,21,4,28,0,0,0,0,0,1,0,1,10.9,0,LP005,1,1,1,1,1,1,6,15,0,4,1,4,1,1,2,NEW,2008,Suzuki,Reno,1,1,1,2008,San Francisco,CA
515,17,3,22,0,0,0,0,0,0,0,1,43.66,0,LP007,1,1,1,1,1,1,6,10,0,7,1,6,1,1,1,NEW,2008,Audi,A8,1,1,1,2007,Payson,AZ
784,17,6,11,0,0,0,0,0,0,0,1,893.3,0,LP006,1,1,1,1,1,1,6,17,0,6,1,8,1,1,1,NEW,2008,Ferrari,F2,1,1,1,2003,Los Angeles,CA
988,17,2,23,0,0,0,1,0,0,0,1,52.81,0,LP003,1,1,1,1,1,1,6,14,0,7,1,7,1,1,1,NEW,2008,Audi,A3,1,1,1,1999,Albany,NY
809,9,2,30,0,0,0,0,0,1,0,1,3.91,0,LP002,1,1,1,1,1,1,6,8,0,5,1,5,1,1,1,NEW,2008,Audi,A6,1,1,1,2006,Pell City,AL
676,8,1,28,0,0,0,0,1,0,0,1,36.63,0,LP010,1,1,1,1,1,1,6,11,0,7,1,4,1,1,1,NEW,2009,BMW,7 Series,1,1,1,2002,Valencia,CA
1044,22,5,13,0,0,0,0,1,0,0,1,32.76,0,LP010,1,1,1,1,1,1,6,11,0,5,1,3,1,1,1,NEW,2009,Chevrolet,Silverado,1,1,1,1996,Pell City,AL
119,14,7,15,0,0,0,0,1,0,0,1,28.5,0,LP006,1,1,1,1,1,1,6,8,0,6,1,5,1,1,1,NEW,2008,Infiniti,G35,1,1,1,1997,Globe,AZ
781,13,6,14,0,0,0,0,1,0,0,1,33.36,0,LP004,1,1,1,1,1,1,6,5,0,5,1,9,1,1,1,NEW,2009,Ferrari,F2,1,1,1,2005,Globe,AZ
596,18,5,22,0,0,0,0,1,0,0,1,46.67,0,LP007,1,1,1,1,1,1,6,9,0,6,1,8,1,1,1,USED,2006,Volvo,S60,1,1,1,2001,Farmington,NM
525,19,1,28,0,0,0,0,1,0,0,1,42.39,0,LP001,1,1,1,1,1,1,6,7,0,4,1,6,1,1,1,NEW,2009,BMW,3 Series,1,1,1,1999,Albany,NY
295,8,2,13,0,0,0,0,1,0,0,1,31.58,0,LP002,1,1,1,1,1,1,6,8,0,9,1,10,1,1,1,NEW,2008,Toyota,Corolla,1,1,1,2007,Lake City,AR
957,17,3,18,0,0,0,0,1,0,0,1,38.14,0,LP002,1,1,1,1,1,1,6,9,0,6,1,6,1,1,1,NEW,2009,Infiniti,G37,1,1,1,2008,Foley,AL
777,23,7,27,0,0,0,0,1,0,0,1,31.39,0,LP007,1,1,1,1,1,1,6,8,0,3,1,3,1,1,1,NEW,2008,Audi,A6,1,1,1,2004,Hondo,NM
989,15,5,20,0,0,0,0,1,0,0,1,37.88,0,LP007,1,1,1,1,1,1,6,10,0,5,1,8,1,1,1,NEW,2009,Lexus,LS,1,1,1,1999,Los Angeles,CA
811,14,7,21,0,0,0,0,1,0,0,1,27.44,0,LP009,1,1,1,1,1,1,6,10,0,5,1,7,1,1,1,NEW,2008,BMW,3 Series,1,1,1,2007,Courtland,CA
990,22,7,31,0,0,0,0,1,0,0,1,32.62,0,LP001,1,1,1,1,1,1,6,8,0,4,1,8,1,1,1,USED,2007,BMW,Z4,1,1,1,1997,Albany,NY
194,20,2,16,0,0,0,0,1,0,0,1,33.36,0,LP003,1,1,1,1,1,1,6,12,0,5,1,6,1,1,1,NEW,2008,Suzuki,XL7,1,1,1,2001,New York,NY
1199,6,6,14,0,0,0,0,0,0,0,1,682.37,0,LP009,1,1,1,1,1,1,6,15,0,5,1,9,1,1,1,NEW,2009,Lexus,ES,1,1,1,2002,Payson,AZ
1201,17,3,27,0,0,0,0,0,1,0,1,63.06,0,LP005,1,1,1,1,1,1,6,8,0,7,1,4,1,1,1,NEW,2008,Jaguar,S-Type,1,1,1,2005,Albany,NY
1200,19,4,6,0,0,0,0,0,1,0,1,42.48,0,LP003,1,1,1,1,1,1,6,10,0,4,1,4,1,1,1,NEW,2009,Toyota,Avalon,1,1,1,2005,North Pole,AK
965,13,4,11,0,0,0,0,0,1,0,1,10.01,0,LP008,1,1,1,1,1,1,6,9,0,9,1,4,1,1,2,NEW,2008,Toyota,Camry,1,1,1,2008,North Pole,AK
810,13,7,12,0,0,0,0,0,1,0,1,10.15,0,LP003,1,1,1,1,1,1,6,12,0,4,1,7,1,1,2,NEW,2008,Chevrolet,TrailBlazer,1,1,1,2007,Pell City,AL
1045,3,5,29,0,0,0,0,0,1,1,0,1.69,0,LP008,1,1,1,1,1,1,6,8,0,6,1,6,1,1,1,NEW,2008,Hyundai,Accent,1,1,0,2008,Marion,AR
388,20,1,6,0,0,0,0,0,1,0,1,27.27,0,LP007,1,1,1,1,1,1,6,13,0,9,1,4,1,1,2,NEW,2008,Honda,Accord2,1,1,1,1996,Elberta,AL
1007,16,1,31,0,0,0,0,0,1,0,1,47.42,0,LP002,1,1,1,1,1,1,6,15,0,7,1,8,1,1,1,NEW,2008,Infiniti,G35,1,1,1,1998,Conway,AR
1046,12,6,3,0,0,0,0,0,1,0,1,45.16,0,LP008,1,1,1,1,1,1,6,13,0,5,1,10,1,1,1,NEW,2009,Ferrari,F2,1,1,1,2000,Valencia,CA
867,10,2,30,0,0,0,0,1,0,0,1,49.63,0,LP004,1,1,1,1,1,1,6,13,0,8,1,5,1,1,1,USED,1998,Honda,Accord2,1,1,1,2007,New York,NY
328,19,2,22,0,0,0,0,1,0,0,1,33.9,0,LP001,1,1,1,1,1,1,6,10,0,4,1,8,1,1,1,NEW,2009,Acura,TL,1,1,1,2007,North Pole,AK
778,9,4,2,0,0,0,0,1,0,0,1,27.68,0,LP001,1,1,1,1,1,1,6,13,0,3,1,8,1,1,1,NEW,2008,Acura,TL,1,1,1,2007,Marion,AR
159,10,3,8,0,0,0,0,1,0,0,1,34.9,0,LP010,1,1,1,1,1,1,6,13,0,7,1,5,1,1,1,USED,2007,Toyota,Highlander,1,1,1,2002,Wassila,AK
504,20,6,27,0,1,0,0,0,0,0,1,36.71,0,LP004,1,1,1,1,1,1,6,5,0,4,1,2,1,1,1,NEW,2008,Acura,TSX,1,1,1,2002,Pell City,AL
616,22,3,14,0,0,0,1,0,0,0,1,30.9,0,LP004,1,1,1,1,1,1,6,7,0,5,1,3,1,1,1,USED,2002,Acura,TSX,1,1,1,2002,Conway,AR
812,21,5,11,0,0,0,0,1,0,0,1,84.29,0,LP001,1,1,1,1,1,1,6,17,0,6,1,10,1,1,1,USED,2005,Chevrolet,Suburban,1,1,1,1998,Foley,AL
454,2,6,10,0,0,0,0,0,1,0,1,28.23,0,LP008,1,1,1,1,1,1,6,11,0,4,1,4,1,1,1,NEW,2009,Mercedes Benz,C Class,1,1,1,1999,Lake City,AR
431,20,5,25,0,0,0,0,0,1,0,1,31.83,0,LP001,1,1,1,1,1,1,6,9,0,9,1,6,1,1,1,NEW,2008,Lotus,L2,1,1,1,2003,Courtland,CA
253,10,6,8,0,0,0,0,0,1,0,1,27.264,0,LP007,1,1,1,1,1,1,6,2,0,3,1,10,1,1,1,NEW,2008,Jaguar,S-Type,1,1,1,2002,Lake City,AR
364,15,5,11,0,0,0,0,0,1,0,1,11.21,0,LP003,1,1,1,1,1,1,6,12,0,8,1,11,1,1,1,NEW,2008,Acura,TSX,1,1,1,2000,Los Angeles,CA
687,8,2,21,0,0,0,0,1,0,0,1,27.264,0,LP007,1,1,1,1,1,1,6,15,0,14,1,9,1,1,1,NEW,2009,Acura,TL,1,1,1,2003,Globe,AZ
198,14,5,2,0,0,0,0,1,0,0,1,37.51,0,LP002,1,1,1,1,1,1,6,8,0,6,1,6,1,1,1,NEW,2009,Audi,A8,1,1,1,1997,Foley,AL
123,17,3,3,0,1,0,0,0,0,0,1,31.45,0,LP002,1,1,1,1,1,1,6,10,0,6,1,5,1,1,1,NEW,2008,Lotus,L1,1,1,1,2003,Globe,AZ
898,6,2,28,0,0,0,0,0,0,0,1,51.09,0,LP008,1,1,1,1,1,1,6,11,0,4,1,8,1,1,1,NEW,2008,Chevrolet,Silverado,1,1,1,1998,Las Vegas,NM
127,10,4,18,0,0,0,1,0,0,0,1,951.37,0,LP002,1,1,1,1,1,1,6,13,0,10,1,8,1,1,1,USED,2006,Audi,A6,1,1,1,1997,Elberta,AL
775,3,1,16,0,0,0,0,0,0,0,1,30.31,0,LP009,1,1,1,1,1,1,6,8,0,4,1,7,1,1,1,NEW,2009,Audi,A4,1,1,1,1998,New York,NY
958,10,1,14,0,0,0,0,1,0,0,1,47.05,0,LP007,1,1,1,1,1,1,6,13,0,4,1,7,1,1,1,NEW,2008,Toyota,Camry,1,1,1,2004,Farmington,NM
555,15,2,22,0,0,0,0,1,0,0,1,37.22,0,LP001,1,1,1,1,1,1,6,13,0,7,1,7,1,1,1,NEW,2009,Toyota,Avalon,1,1,1,1999,Los Angeles,CA
170,13,2,28,0,0,0,0,1,0,0,1,45.99,0,LP003,1,1,1,1,1,1,6,10,0,5,1,5,1,1,1,NEW,2009,Toyota,Corolla,1,1,1,2004,North Pole,AK
814,21,5,22,0,0,0,0,1,0,0,1,52.21,0,LP002,1,1,1,1,1,1,6,10,0,7,1,6,1,1,1,NEW,2008,Mercedes Benz,E Class,1,1,1,2002,Hondo,NM
564,0,7,24,0,0,0,0,0,1,0,1,4.59,0,LP002,1,1,1,1,1,1,6,17,0,7,1,9,1,1,1,NEW,2008,Lotus,L2,1,1,1,2004,Conway,AR
780,15,5,19,0,0,0,0,0,1,0,1,6.99,0,LP001,1,1,1,1,1,1,6,15,0,8,1,7,1,1,1,NEW,2008,Chevrolet,Silverado,1,1,1,1999,Elberta,AL
815,17,5,11,0,0,0,0,0,1,0,1,10.08,0,LP001,1,1,1,1,1,1,6,13,0,8,1,5,1,1,1,NEW,2009,Ferrari,F2,1,1,1,2003,Lake City,AR
813,11,6,20,0,0,0,0,0,1,0,1,2.5,0,LP007,1,1,1,1,1,1,6,11,0,5,1,6,1,1,1,NEW,2008,Honda,Accord2,1,1,1,2006,North Pole,AK
1047,15,5,10,0,0,0,0,0,1,0,1,9.41,0,LP009,1,1,1,1,1,1,6,8,0,8,1,5,1,1,1,NEW,2008,Audi,A3,1,1,1,2000,Payson,AZ
1198,0,2,26,0,0,0,0,1,0,0,1,26.18,0,LP005,1,1,1,1,1,1,6,6,0,6,1,9,1,1,1,NEW,2008,Toyota,Corolla,1,1,1,1998,Foley,AL
776,9,3,16,0,0,0,0,0,0,0,1,41.09,0,LP004,1,1,1,1,1,1,6,9,0,11,1,6,1,1,1,NEW,2008,Mercedes Benz,E Class,1,1,1,1996,Wassila,AK
